Quality	#1 ID	#2 ID	#1 String	#2 String
1	1327	132700002	factions were fighting in the wars was a commander	combatant
0	3627	362700003	is the appointer of	successor
1	1529	152900001	Was the song recorded in	recorded
0	3926	392600005	the incumbent of	birth place
0	972	97200006	List some things that people have become famous for	world place
0	3996	399600006	Is NY a prospective team for	league
0	2230	223000002	is the president of	established
0	452	45200007	's relative is belongs to	link
0	620	62000007	the source mountain is mouth location is	death place
0	831	83100005	is the sculptor is composed by	theme music composer
0	2605	260500004	some administrators of s over cars can go	industry
0	3655	365500004	is the province of	native name
0	1275	127500004	is the has cast member as network is	headquarter
1	2070	207000002	religion do the s follow graduated from the	alma mater
0	2447	244700004	teams are there in s of	government type
0	1518	151800004	people currently play for	death place
0	753	75300006	List the developers has contributed to both and	operating system
0	824	82400003	In does the am line go	serving railway line
1	136	13600001	s from countries flow into the	river mouth
0	2929	292900007	List the producer of the TV company is	sister names
1	1727	172700001	are the opponents of graduates of the	education
0	531	53100006	operating system provider of is the employer of	manufacturer
1	3875	387500001	s have played in the league of	league
0	3045	304500005	the borough of the is the route end of the	owner
1	3780	378000001	things are written in ++	programming language
0	1266	126600003	are the s director's daughter is	parents
1	2832	283200002	In do the networks broadcast broadcasts in	area
0	386	38600005	the members of youth clubs have as their homeground	opened
1	2343	234300001	cars can I find related to the cars have a	engine
0	161	16100006	executive producer of produced	previous work
0	832	83200004	is the constituency of the died in	jan low c
0	2997	299700007	wrote the extended from book	occupation
0	2591	259100005	are the prizes awarded to the main members of	company
0	3606	360600003	river does cross	builder
0	113	11300006	start in an speaking country	translit lang
1	2396	239600001	are the tenants of	tenant
0	625	62500003	List the leaders of the agencies jurisdiction was	location
1	2434	243400001	awards have given to the dude made	award
1	2809	280900001	causes of death have been associated with citizens	citizenship
0	659	65900007	awards did the narrator of win	director
0	1767	176700002	Was born in	education
0	2850	285000005	is the artist of the album has the song	release date
0	47	4700002	started at the pole position in both the	fast country
0	264	26400005	are some are founded in Jurisdiction	home station
0	2746	274600006	is the subject of	writer
1	2547	254700001	To is a father	owning company
1	1705	170500001	is the profession of	profession
1	3088	308800002	team had the debut of and	debutteam
0	1310	131000004	's resting place is in was succeeded by	population total
1	2557	255700002	team's players have played in	team
0	1613	161300003	owns the ford kansas assembly plant	map locator
0	163	16300003	To m was born to	birth date
0	3711	371100004	different currencies are used in the places governed by the	reports to
0	2213	221300003	the common record label of and	released
0	2522	252200005	the sovereign state of	platforms
0	3894	389400003	sports played by university plays	imagecaption
0	6	600004	the supervisor was had a doctoral students named	doctoral student
0	3215	321500003	party won the s was in power	after election
0	1901	190100003	sports by is the discipline of	type
0	1147	114700005	is the stadium of west Papus team	goals
0	855	85500004	s' composers have won a BAFTA for film music	title
0	3442	344200005	Journals of fields can be found in	ef
0	1199	119900006	battles fought by the military person involved in	gini year
0	2614	261400003	is the stockholder of	r1 length f
1	1729	172900001	the products is F/A-E/F Super Hornet key person is	products
0	2347	234700007	List the s runs on has license as	os
0	1256	125600005	manufactures the	compression
0	3454	345400006	Does play for the	no
0	1902	190200003	the series of	developer
0	761	76100004	List the awards given to the relatives of	movement
0	2420	242000007	owns a in	hometown
0	61	6100005	is the producer of the is the previous work of	cover
0	3499	349900005	is the governing body of city	refnum
0	3205	320500005	river's mouth location is also	location
0	773	77300004	List the team for played	height ft
0	2236	223600003	director of released	release date
0	957	95700004	owns the s have a as its mascot	cheight
0	2685	268500006	the source location is region is	lat m
0	2042	204200007	does the publisher of live	founder
0	3532	353200003	religion did follow	profession
1	2691	269100001	is the occupation of the bmembers of	occupation
1	1562	156200001	's source mountain is it's mouth is	source mountain
1	3127	312700001	product is made by togather	manufacturer
0	508	50800007	president of had nickname	death date
0	1090	109000002	is the main common interests of the and	former band member
0	2955	295500003	is the region of	birth date
0	1817	181700006	In places are the companies founded in operating	residence
0	3522	352200002	Is released with a license	marketing target
0	167	16700006	were in the youth clubs that were in season of Division	team
0	1537	153700007	's current team is former team was	offensive
0	1056	105600002	is an inside	jul high f
0	2694	269400004	all the broadcast area of the TV has as one of the broadcast area	blank4 info sec
1	2297	229700002	List all the developers of the series	series
0	3620	362000007	In states can I find s	movable
0	336	33600006	academic advisor works at the	healthcare
1	3751	375100002	place of is the location of	place
1	3151	315100001	i office of is the part of s	office
0	674	67400004	Through label did produce	active
0	2063	206300007	number of follow a religion has an important office in	name
0	650	65000004	To educational institutes is associated to	death place
0	3166	316600003	wrote the in is a character	relative
0	1086	108600002	the common alma mater of the and	employer
0	2865	286500003	For s are there musicians home town is in	jan mean c
0	1960	196000004	is the alma mater of the has affiliation with	founded
0	3411	341100005	In companies boards do the writers of Wikitionary belong	registration
0	3749	374900005	is the founder of ( TV channel)	founded by
0	2340	234000006	is the location country of	other labels
0	1951	195100006	a commstructure is garrison is	formation year
1	2967	296700001	team did play for	team
1	2583	258300001	the given in presented by	presenter
1	442	44200001	s were released under the label	label
0	1173	117300004	founded in manufactures	programming language
0	581	58100003	other key people are there of the non-profit organisations key people is	birth date
0	3035	303500003	is the distributer of	variants
0	2713	271300005	the states have been billed by the s has billed	birth place
0	3046	304600004	politicians live in	ideology
1	3618	361800002	is the county of the route end is	route end
0	310	31000007	all the group speaks language belongs to family	region
0	1038	103800002	the affiliations of	full name
0	2435	243500004	is located	nearest city
